"RUTA","CONCESIÓN","OPERADOR","TIPO","OBSERVACIONES"
"Aralla De Luna - San Emiliano","VACL-113","Autocares Castilla y León, S.A.U.","Demanda",NA
"Huergas De Babia - Cabrillanes","VACL-113","Autocares Castilla y León, S.A.U.","Demanda",NA
"La Cueta - Cabrillanes","VACL-113","Autocares Castilla y León, S.A.U.","Demanda",NA
"Riolago - San Emiliano","VACL-113","Autocares Castilla y León, S.A.U.","Demanda",NA
"Torrestío - San Emiliano","VACL-113","Autocares Castilla y León, S.A.U.","Demanda",NA
"Navacepeda - Barco De Ávila","VACL-149","Muñoz Travel, S.L.","Demanda",NA
"Navalmoro - Barco De Ávila","VAC-222","Compañía Europea de Viajeros España, S.A. (Cevesa)","Demanda",NA
"Navasequilla - Barco De Ávila","VACL-149","Muñoz Travel, S.L.","Demanda",NA
"Ortigosa - Barco De Ávila","VACL-149","Muñoz Travel, S.L.","Demanda",NA
"Puerto - Barco De Ávila","VAC-222","Compañía Europea de Viajeros España, S.A. (Cevesa)","Demanda",NA
"El Cabaco - Béjar","VACL-072","Viagón Autocares, S.L.","Demanda",NA
"Molinillo - Béjar","VACL-072","Viagón Autocares, S.L.","Demanda",NA
"Valdelageve - Béjar","JEV-022","Compañía Europea de Viajeros España, S.A. (Cevesa)","Demanda",NA
"Valdelamatanza - El Cerro","TR-015","Juan Belinchón de la Peña","Demanda",NA
"Quintanaloranco - Briviesca","AECL-017","Rebeca Vadillo López","Demanda",NA
"Arraya De Oca - Burgos","VAC-235","Logroza, S.L.","Demanda",NA
"Avellanosa Del Páramo - Burgos","VACL-079","Autobuses Amaya, S.L.","Demanda",NA
"Galarde - Burgos","VAC-235","Logroza, S.L.","Demanda",NA
"Marquiz - Carbajales","VACL-135","Autobuses Carbajo, S.L.","Demanda",NA
"Carrión De Los Condes - Villaldavín","VACL-107","Linecar, S.A.","Demanda",NA
"Villamoronta - Carrión De Los Condes","VACL-107","Linecar, S.A.","Demanda",NA
"Villota Del Duque - Carrión De Los Condes","VACL-107","Linecar, S.A.","Demanda",NA
"Aguilarejo - Cigales","VACL-053","La Regional Vallisoletana, S.A.","Demanda",NA
"San Martín De Valvení - Cigales","VACL-053","La Regional Vallisoletana, S.A.","Demanda",NA
"San Martín De Valvení - Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Demanda",NA
"Aleje - Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Demanda",NA
"Calaveras De Arriba - Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Demanda",NA
"Caminayo - Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Demanda",NA
"Corcos - Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Demanda",NA
"Corniero - Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Demanda",NA
